underlying_symbol,quote_date,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,implied_underlying_price_1545,active_underlying_price_1545,implied_volatility_1545,delta_1545,gamma_1545,theta_1545,vega_1545,rho_1545,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
TSLA,2023-08-25,TSLA,2025-09-19,10.000,C,0.0000,0.0000,0.0000,0.0000,0,45,225.0000,25,234.5000,238.3200,238.3400,0.0000,238.3300,0.0000,0.9980,0.0000,0.0000,0.0484,0.0649,2,225.0000,2,235.0000,238.5600,238.6200,0.0000,0,
TSLA,2023-08-25,TSLA,2025-09-19,10.000,P,0.0000,0.0000,0.0000,0.0000,0,254,0.0600,428,0.2400,238.3200,238.3400,0.0000,238.3300,0.9584,-0.0011,0.0000,-0.0008,0.0127,-0.0080,281,0.0600,290,0.3200,238.5600,238.6200,0.0000,42,
TSLA,2023-08-25,TSLA,2025-09-19,15.000,C,0.0000,0.0000,0.0000,0.0000,0,25,221.0000,25,230.0000,238.3200,238.3400,0.0000,238.3300,0.6884,1.0000,0.0000,0.0000,0.0044,0.2737,2,221.0000,2,231.0000,238.5600,238.6200,0.0000,0,
TSLA,2023-08-25,TSLA,2025-09-19,15.000,P,0.0000,0.0000,0.0000,0.0000,0,418,0.1000,423,0.3500,238.3200,238.3400,0.0000,238.3300,0.8718,-0.0018,0.0000,-0.0011,0.0199,-0.0127,311,0.0200,259,0.4300,238.5600,238.6200,0.0000,10,
TSLA,2023-08-25,TSLA,2025-09-19,20.000,C,217.0000,217.8600,217.0000,217.8600,2,45,216.0000,27,226.0000,238.3200,238.3400,0.0000,238.3300,0.6034,1.0000,0.0000,0.0000,0.0042,0.3669,2,217.0000,2,226.5000,238.5600,238.6200,217.4300,1,
TSLA,2023-08-25,TSLA,2025-09-19,20.000,P,0.0000,0.0000,0.0000,0.0000,0,398,0.2500,418,0.5000,238.3200,238.3400,0.0000,238.3300,0.8340,-0.0030,0.0000,-0.0017,0.0317,-0.0211,317,0.1700,252,0.5800,238.5600,238.6200,0.0000,1,
TSLA,2023-08-25,TSLA,2025-09-19,25.000,C,0.0000,0.0000,0.0000,0.0000,0,27,212.0000,25,221.5000,238.3200,238.3400,0.0000,238.3300,0.7229,1.0000,0.0000,0.0000,0.0284,0.4435,2,212.0000,2,222.0000,238.5600,238.6200,0.0000,1,
TSLA,2023-08-25,TSLA,2025-09-19,25.000,P,0.0000,0.0000,0.0000,0.0000,0,390,0.4200,415,0.6800,238.3200,238.3400,0.0000,238.3300,0.8016,-0.0044,0.0001,-0.0023,0.0450,-0.0309,326,0.3400,257,0.7600,238.5600,238.6200,0.0000,1,
TSLA,2023-08-25,TSLA,2025-09-19,30.000,C,0.0000,0.0000,0.0000,0.0000,0,25,208.0000,25,217.0000,238.3200,238.3400,0.0000,238.3300,0.7293,0.9981,0.0001,0.0000,0.0472,0.5216,2,208.0000,2,218.0000,238.5600,238.6200,0.0000,2,
TSLA,2023-08-25,TSLA,2025-09-19,30.000,P,0.0000,0.0000,0.0000,0.0000,0,326,0.6300,391,0.8900,238.3200,238.3400,0.0000,238.3300,0.7753,-0.0061,0.0001,-0.0029,0.0603,-0.0427,326,0.5500,259,0.9700,238.5600,238.6200,0.0000,1,
TSLA,2023-08-25,TSLA,2025-09-19,35.000,C,0.0000,0.0000,0.0000,0.0000,0,300,203.9500,323,211.8500,238.3200,238.3400,0.0000,238.3300,0.6532,0.9984,0.0001,0.0000,0.0447,0.6184,200,204.2500,300,213.1000,238.5600,238.6200,0.0000,0,
TSLA,2023-08-25,TSLA,2025-09-19,35.000,P,0.0000,0.0000,0.0000,0.0000,0,326,0.8700,386,1.1300,238.3200,238.3400,0.0000,238.3300,0.7524,-0.0081,0.0001,-0.0036,0.0769,-0.0560,341,0.7900,252,1.2000,238.5600,238.6200,0.0000,3,
TSLA,2023-08-25,TSLA,2025-09-19,40.000,C,0.0000,0.0000,0.0000,0.0000,0,325,199.6500,324,207.6000,238.3200,238.3400,0.0000,238.3300,0.6502,0.9963,0.0001,0.0000,0.0629,0.6967,200,200.0000,300,208.8500,238.5600,238.6200,0.0000,0,
TSLA,2023-08-25,TSLA,2025-09-19,40.000,P,0.0000,0.0000,0.0000,0.0000,0,327,1.1400,380,1.4000,238.3200,238.3400,0.0000,238.3300,0.7320,-0.0103,0.0001,-0.0044,0.0953,-0.0711,341,1.0600,249,1.4700,238.5600,238.6200,0.0000,1,
TSLA,2023-08-25,TSLA,2025-09-19,45.000,C,0.0000,0.0000,0.0000,0.0000,0,300,195.4000,324,203.4000,238.3200,238.3400,0.0000,238.3300,0.6460,0.9939,0.0001,0.0000,0.0835,0.7722,200,196.3500,200,204.7000,238.5600,238.6200,0.0000,0,
TSLA,2023-08-25,TSLA,2025-09-19,45.000,P,0.0000,0.0000,0.0000,0.0000,0,327,1.4500,370,1.7100,238.3200,238.3400,0.0000,238.3300,0.7144,-0.0129,0.0001,-0.0051,0.1150,-0.0882,337,1.3600,240,1.7800,238.5600,238.6200,0.0000,0,
TSLA,2023-08-25,TSLA,2025-09-19,50.000,C,0.0000,0.0000,0.0000,0.0000,0,326,191.3000,325,199.2000,238.3200,238.3400,0.0000,238.3300,0.6436,0.9909,0.0001,0.0000,0.1072,0.8436,200,191.6500,300,200.1500,238.5600,238.6200,0.0000,0,
TSLA,2023-08-25,TSLA,2025-09-19,50.000,P,0.0000,0.0000,0.0000,0.0000,0,326,1.8000,374,2.0600,238.3200,238.3400,0.0000,238.3300,0.6990,-0.0157,0.0002,-0.0060,0.1367,-0.1070,327,1.7000,255,2.0600,238.5600,238.6200,0.0000,0,
TSLA,2023-08-25,TSLA,2025-09-19,55.000,C,0.0000,0.0000,0.0000,0.0000,0,326,187.1500,325,195.1000,238.3200,238.3400,0.0000,238.3300,0.6379,0.9878,0.0002,0.0000,0.1312,0.9135,200,187.9500,300,195.9500,238.5600,238.6200,0.0000,0,
TSLA,2023-08-25,TSLA,2025-09-19,55.000,P,0.0000,0.0000,0.0000,0.0000,0,326,2.1800,369,2.4500,238.3200,238.3400,0.0000,238.3300,0.6846,-0.0188,0.0002,-0.0068,0.1596,-0.1280,310,2.0800,236,2.4500,238.5600,238.6200,0.0000,1,
TSLA,2023-08-25,TSLA,2025-09-19,60.000,C,0.0000,0.0000,0.0000,0.0000,0,300,183.1000,326,191.0000,238.3200,238.3400,0.0000,238.3300,0.6322,0.9843,0.0002,0.0000,0.1569,0.9808,200,183.4500,300,191.4000,238.5600,238.6200,0.0000,0,
TSLA,2023-08-25,TSLA,2025-09-19,60.000,P,0.0000,0.0000,0.0000,0.0000,0,332,2.6100,403,2.8800,238.3200,238.3400,0.0000,238.3300,0.6721,-0.0223,0.0002,-0.0077,0.1835,-0.1506,321,2.4900,199,2.8800,238.5600,238.6200,0.0000,0,
TSLA,2023-08-25,TSLA,2025-09-19,65.000,C,0.0000,0.0000,0.0000,0.0000,0,327,179.0500,326,186.9500,238.3200,238.3400,0.0000,238.3300,0.6251,0.9806,0.0003,0.0000,0.1830,1.0464,200,179.4500,300,188.2000,238.5600,238.6200,0.0000,0,
TSLA,2023-08-25,TSLA,2025-09-19,65.000,P,0.0000,0.0000,0.0000,0.0000,0,365,3.0500,388,3.4000,238.3200,238.3400,0.0000,238.3300,0.6608,-0.0261,0.0003,-0.0087,0.2098,-0.1755,321,2.9500,208,3.4000,238.5600,238.6200,0.0000,0,
TSLA,2023-08-25,TSLA,2025-09-19,70.000,C,0.0000,0.0000,0.0000,0.0000,0,328,175.0500,327,182.9500,238.3200,238.3400,0.0000,238.3300,0.6184,0.9766,0.0003,0.0000,0.2103,1.1096,200,175.4500,300,183.3500,238.5600,238.6200,0.0000,0,
TSLA,2023-08-25,TSLA,2025-09-19,70.000,P,0.0000,0.0000,0.0000,0.0000,0,133,3.6000,379,3.9000,238.3200,238.3400,0.0000,238.3300,0.6506,-0.0302,0.0003,-0.0096,0.2368,-0.2028,330,3.4500,183,3.9000,238.5600,238.6200,0.0000,0,
TSLA,2023-08-25,TSLA,2025-09-19,75.000,C,0.0000,0.0000,0.0000,0.0000,0,329,171.1000,327,178.9500,238.3200,238.3400,0.0000,238.3300,0.6109,0.9724,0.0003,0.0000,0.2384,1.1710,200,171.5000,300,180.2500,238.5600,238.6200,0.0000,0,
TSLA,2023-08-25,TSLA,2025-09-19,75.000,P,0.0000,0.0000,0.0000,0.0000,0,209,4.1500,362,4.4500,238.3200,238.3400,0.0000,238.3300,0.6400,-0.0345,0.0004,-0.0106,0.2640,-0.2309,327,4.0000,182,4.4500,238.5600,238.6200,0.0000,10,
TSLA,2023-08-25,TSLA,2025-09-19,80.000,C,0.0000,0.0000,0.0000,0.0000,0,300,167.1500,328,175.0500,238.3200,238.3400,0.0000,238.3300,0.6040,0.9678,0.0004,0.0000,0.2674,1.2295,200,167.6000,300,176.3500,238.5600,238.6200,0.0000,0,
TSLA,2023-08-25,TSLA,2025-09-19,80.000,P,0.0000,0.0000,0.0000,0.0000,0,383,4.6500,365,5.1000,238.3200,238.3400,0.0000,238.3300,0.6297,-0.0391,0.0004,-0.0115,0.2918,-0.2602,330,4.6500,174,5.1000,238.5600,238.6200,0.0000,1,
TSLA,2023-08-25,TSLA,2025-09-19,85.000,C,0.0000,0.0000,0.0000,0.0000,0,330,163.3500,329,171.2000,238.3200,238.3400,0.0000,238.3300,0.5991,0.9628,0.0004,0.0000,0.2984,1.2839,200,163.7500,300,172.1000,238.5600,238.6200,0.0000,0,
TSLA,2023-08-25,TSLA,2025-09-19,85.000,P,0.0000,0.0000,0.0000,0.0000,0,374,5.3500,348,5.7500,238.3200,238.3400,0.0000,238.3300,0.6217,-0.0442,0.0004,-0.0126,0.3226,-0.2931,319,5.3500,193,5.7500,238.5600,238.6200,0.0000,10,
TSLA,2023-08-25,TSLA,2025-09-19,90.000,C,0.0000,0.0000,0.0000,0.0000,0,300,159.7000,329,167.4000,238.3200,238.3400,0.0000,238.3300,0.5958,0.9572,0.0005,0.0000,0.3318,1.3331,200,159.9500,300,168.3500,238.5600,238.6200,0.0000,0,
TSLA,2023-08-25,TSLA,2025-09-19,90.000,P,6.2000,6.2000,6.2000,6.2000,1,369,6.0500,336,6.4500,238.3200,238.3400,0.0000,238.3300,0.6135,-0.0495,0.0005,-0.0136,0.3530,-0.3276,311,6.0500,172,6.4500,238.5600,238.6200,6.2000,4,
TSLA,2023-08-25,TSLA,2025-09-19,95.000,C,0.0000,0.0000,0.0000,0.0000,0,300,155.8500,330,163.6500,238.3200,238.3400,0.0000,238.3300,0.5887,0.9518,0.0005,0.0000,0.3627,1.3851,200,156.3500,300,164.5500,238.5600,238.6200,0.0000,0,
TSLA,2023-08-25,TSLA,2025-09-19,95.000,P,0.0000,0.0000,0.0000,0.0000,0,383,6.8000,338,7.2500,238.3200,238.3400,0.0000,238.3300,0.6064,-0.0553,0.0006,-0.0146,0.3848,-0.3641,319,6.8000,168,7.2500,238.5600,238.6200,0.0000,1,
TSLA,2023-08-25,TSLA,2025-09-19,100.000,C,0.0000,0.0000,0.0000,0.0000,0,454,152.1500,449,158.6500,238.3200,238.3400,0.0000,238.3300,0.5664,0.9484,0.0006,0.0000,0.3816,1.4587,230,152.6500,300,160.3000,238.5600,238.6200,0.0000,30,
TSLA,2023-08-25,TSLA,2025-09-19,100.000,P,0.0000,0.0000,0.0000,0.0000,0,1,7.8000,332,8.1000,238.3200,238.3400,0.0000,238.3300,0.6021,-0.0617,0.0006,-0.0158,0.4198,-0.4054,1,7.8000,166,8.1000,238.5600,238.6200,0.0000,20,
TSLA,2023-08-25,TSLA,2025-09-19,105.000,C,0.0000,0.0000,0.0000,0.0000,0,444,148.5500,475,155.7000,238.3200,238.3400,0.0000,238.3300,0.5716,0.9408,0.0006,0.0000,0.4227,1.4888,230,148.9500,300,156.6500,238.5600,238.6200,0.0000,0,
TSLA,2023-08-25,TSLA,2025-09-19,105.000,P,0.0000,0.0000,0.0000,0.0000,0,366,8.5500,341,9.0000,238.3200,238.3400,0.0000,238.3300,0.5939,-0.0680,0.0007,-0.0168,0.4517,-0.4442,316,8.5500,172,9.0000,238.5600,238.6200,0.0000,1,
TSLA,2023-08-25,TSLA,2025-09-19,110.000,C,0.0000,0.0000,0.0000,0.0000,0,444,144.9500,475,152.1500,238.3200,238.3400,0.0000,238.3300,0.5676,0.9342,0.0007,0.0000,0.4572,1.5302,209,145.5000,300,153.1000,238.5600,238.6200,0.0000,0,
TSLA,2023-08-25,TSLA,2025-09-19,110.000,P,0.0000,0.0000,0.0000,0.0000,0,392,9.4000,333,9.9500,238.3200,238.3400,0.0000,238.3300,0.5874,-0.0744,0.0007,-0.0178,0.4837,-0.4854,325,9.4000,161,9.9500,238.5600,238.6200,0.0000,9,
TSLA,2023-08-25,TSLA,2025-09-19,115.000,C,0.0000,0.0000,0.0000,0.0000,0,447,141.4500,475,148.6000,238.3200,238.3400,0.0000,238.3300,0.5635,0.9274,0.0007,0.0000,0.4916,1.5691,217,141.9500,300,149.5500,238.5600,238.6200,0.0000,0,
TSLA,2023-08-25,TSLA,2025-09-19,115.000,P,0.0000,0.0000,0.0000,0.0000,0,347,10.5000,339,10.9500,238.3200,238.3400,0.0000,238.3300,0.5827,-0.0816,0.0008,-0.0189,0.5185,-0.5304,321,10.5000,158,10.9500,238.5600,238.6200,0.0000,11,
TSLA,2023-08-25,TSLA,2025-09-19,120.000,C,0.0000,0.0000,0.0000,0.0000,0,447,138.0000,458,144.6000,238.3200,238.3400,0.0000,238.3300,0.5546,0.9211,0.0008,0.0000,0.5221,1.6153,201,138.5000,300,146.1000,238.5600,238.6200,0.0000,3,
TSLA,2023-08-25,TSLA,2025-09-19,120.000,P,11.9900,11.9900,11.9900,11.9900,1,305,11.6000,344,12.0500,238.3200,238.3400,0.0000,238.3300,0.5781,-0.0891,0.0008,-0.0200,0.5537,-0.5767,312,11.4500,151,12.0500,238.5600,238.6200,11.9900,1,
TSLA,2023-08-25,TSLA,2025-09-19,125.000,C,0.0000,0.0000,0.0000,0.0000,0,454,134.6000,463,141.2000,238.3200,238.3400,0.0000,238.3300,0.5514,0.9136,0.0009,0.0000,0.5570,1.6491,201,135.1000,300,142.6500,238.5600,238.6200,0.0000,17,
TSLA,2023-08-25,TSLA,2025-09-19,125.000,P,13.3500,13.3500,13.3500,13.3500,11,257,12.7500,347,13.2000,238.3200,238.3400,0.0000,238.3300,0.5735,-0.0968,0.0009,-0.0211,0.5879,-0.6245,306,12.5500,132,13.2000,238.5600,238.6200,13.3500,39,
TSLA,2023-08-25,TSLA,2025-09-19,130.000,C,0.0000,0.0000,0.0000,0.0000,0,447,131.3000,447,137.6500,238.3200,238.3400,0.0000,238.3300,0.5467,0.9061,0.0009,-0.0014,0.5912,1.6828,230,131.8000,300,139.3000,238.5600,238.6200,0.0000,1,
TSLA,2023-08-25,TSLA,2025-09-19,130.000,P,0.0000,0.0000,0.0000,0.0000,0,336,13.8000,344,14.4000,238.3200,238.3400,0.0000,238.3300,0.5677,-0.1046,0.0010,-0.0221,0.6214,-0.6723,293,13.8000,159,14.4000,238.5600,238.6200,0.0000,1,
TSLA,2023-08-25,TSLA,2025-09-19,135.000,C,0.0000,0.0000,0.0000,0.0000,0,536,129.4000,489,135.0500,238.3200,238.3400,0.0000,238.3300,0.5601,0.8958,0.0010,-0.0039,0.6366,1.6773,230,128.5000,339,136.0500,238.5600,238.6200,0.0000,2,
TSLA,2023-08-25,TSLA,2025-09-19,135.000,P,0.0000,0.0000,0.0000,0.0000,0,301,15.1000,308,15.6500,238.3200,238.3400,0.0000,238.3300,0.5637,-0.1129,0.0010,-0.0232,0.6562,-0.7223,286,15.1000,133,15.6500,238.5600,238.6200,0.0000,1,
TSLA,2023-08-25,TSLA,2025-09-19,140.000,C,0.0000,0.0000,0.0000,0.0000,0,669,126.2000,587,132.4000,238.3200,238.3400,0.0000,238.3300,0.5608,0.8872,0.0010,-0.0057,0.6722,1.6958,236,125.2500,357,132.7500,238.5600,238.6200,0.0000,0,
TSLA,2023-08-25,TSLA,2025-09-19,140.000,P,17.3000,17.3000,17.3000,17.3000,1,341,16.4500,326,17.0000,238.3200,238.3400,0.0000,238.3300,0.5598,-0.1215,0.0011,-0.0242,0.6900,-0.7750,272,16.4500,131,17.0000,238.5600,238.6200,17.3000,501,
TSLA,2023-08-25,TSLA,2025-09-19,145.000,C,0.0000,0.0000,0.0000,0.0000,0,693,123.0500,603,129.2500,238.3200,238.3400,0.0000,238.3300,0.5571,0.8790,0.0011,-0.0073,0.7052,1.7206,218,123.0500,358,129.2500,238.5600,238.6200,0.0000,0,
TSLA,2023-08-25,TSLA,2025-09-19,145.000,P,0.0000,0.0000,0.0000,0.0000,0,321,17.8000,316,18.4000,238.3200,238.3400,0.0000,238.3300,0.5557,-0.1303,0.0012,-0.0252,0.7245,-0.8267,280,17.8000,117,18.4000,238.5600,238.6200,0.0000,0,
TSLA,2023-08-25,TSLA,2025-09-19,150.000,C,0.0000,0.0000,0.0000,0.0000,0,688,119.9000,494,123.9500,238.3200,238.3400,0.0000,238.3300,0.5382,0.8726,0.0011,-0.0079,0.7306,1.7764,158,119.9000,12,123.9500,238.5600,238.6200,0.0000,6,
TSLA,2023-08-25,TSLA,2025-09-19,150.000,P,0.0000,0.0000,0.0000,0.0000,0,328,19.2500,311,19.8500,238.3200,238.3400,0.0000,238.3300,0.5520,-0.1393,0.0012,-0.0262,0.7587,-0.8815,269,19.2500,127,19.8500,238.5600,238.6200,0.0000,10,
TSLA,2023-08-25,TSLA,2025-09-19,155.000,C,0.0000,0.0000,0.0000,0.0000,0,695,117.2500,493,120.9000,238.3200,238.3400,0.0000,238.3300,0.5379,0.8635,0.0012,-0.0096,0.7653,1.7897,164,117.2500,64,120.9000,238.5600,238.6200,0.0000,5,
TSLA,2023-08-25,TSLA,2025-09-19,155.000,P,0.0000,0.0000,0.0000,0.0000,0,323,20.8000,301,21.4000,238.3200,238.3400,0.0000,238.3300,0.5488,-0.1487,0.0013,-0.0272,0.7910,-0.9356,267,20.6000,95,21.4000,238.5600,238.6200,0.0000,3,
TSLA,2023-08-25,TSLA,2025-09-19,160.000,C,0.0000,0.0000,0.0000,0.0000,0,703,114.3000,495,117.9500,238.3200,238.3400,0.0000,238.3300,0.5354,0.8545,0.0013,-0.0111,0.7979,1.8062,164,114.3000,18,117.9500,238.5600,238.6200,0.0000,1,
TSLA,2023-08-25,TSLA,2025-09-19,160.000,P,23.1600,23.1700,23.1600,23.1700,3,330,22.3500,309,23.0000,238.3200,238.3400,0.0000,238.3300,0.5453,-0.1583,0.0014,-0.0282,0.8236,-0.9906,259,22.3500,92,23.0000,238.5600,238.6200,23.1667,4,
TSLA,2023-08-25,TSLA,2025-09-19,165.000,C,0.0000,0.0000,0.0000,0.0000,0,707,111.3500,499,115.0500,238.3200,238.3400,0.0000,238.3300,0.5327,0.8454,0.0013,-0.0125,0.8296,1.8222,164,111.3500,29,115.0500,238.5600,238.6200,0.0000,0,
TSLA,2023-08-25,TSLA,2025-09-19,165.000,P,0.0000,0.0000,0.0000,0.0000,0,331,24.0000,295,24.6500,238.3200,238.3400,0.0000,238.3300,0.5421,-0.1681,0.0014,-0.0291,0.8556,-1.0468,251,24.0000,90,24.6500,238.5600,238.6200,0.0000,2,
TSLA,2023-08-25,TSLA,2025-09-19,170.000,C,0.0000,0.0000,0.0000,0.0000,0,696,108.5000,661,113.5500,238.3200,238.3400,0.0000,238.3300,0.5380,0.8355,0.0014,-0.0143,0.8631,1.8180,218,108.5000,354,113.5500,238.5600,238.6200,0.0000,0,
TSLA,2023-08-25,TSLA,2025-09-19,170.000,P,0.0000,0.0000,0.0000,0.0000,0,228,25.8000,286,26.4000,238.3200,238.3400,0.0000,238.3300,0.5396,-0.1782,0.0015,-0.0300,0.8874,-1.1035,260,25.5500,87,26.4000,238.5600,238.6200,0.0000,5,
TSLA,2023-08-25,TSLA,2025-09-19,175.000,C,0.0000,0.0000,0.0000,0.0000,0,660,106.1000,565,109.8000,238.3200,238.3400,0.0000,238.3300,0.5322,0.8264,0.0014,-0.0155,0.8927,1.8363,155,106.1000,328,109.8000,238.5600,238.6200,0.0000,1,
TSLA,2023-08-25,TSLA,2025-09-19,175.000,P,0.0000,0.0000,0.0000,0.0000,0,306,27.5500,279,28.2000,238.3200,238.3400,0.0000,238.3300,0.5363,-0.1886,0.0016,-0.0309,0.9185,-1.1630,256,27.5500,85,28.2000,238.5600,238.6200,0.0000,13,
TSLA,2023-08-25,TSLA,2025-09-19,180.000,C,0.0000,0.0000,0.0000,0.0000,0,245,104.7000,134,105.9500,238.3200,238.3400,0.0000,238.3300,0.5308,0.8168,0.0015,-0.0169,0.9227,1.8427,67,105.3000,127,106.4000,238.5600,238.6200,0.0000,0,
TSLA,2023-08-25,TSLA,2025-09-19,180.000,P,0.0000,0.0000,0.0000,0.0000,0,302,29.4000,267,30.0500,238.3200,238.3400,0.0000,238.3300,0.5334,-0.1990,0.0016,-0.0317,0.9473,-1.2173,257,29.4000,82,30.0500,238.5600,238.6200,0.0000,4,
TSLA,2023-08-25,TSLA,2025-09-19,185.000,C,0.0000,0.0000,0.0000,0.0000,0,257,102.0500,118,103.2500,238.3200,238.3400,0.0000,238.3300,0.5284,0.8072,0.0015,-0.0181,0.9514,1.8506,68,102.6000,126,103.8000,238.5600,238.6200,0.0000,2,
TSLA,2023-08-25,TSLA,2025-09-19,185.000,P,32.1100,32.1100,32.1100,32.1100,1,321,31.3000,284,32.0000,238.3200,238.3400,0.0000,238.3300,0.5308,-0.2097,0.0017,-0.0326,0.9763,-1.2754,256,31.3000,82,32.0000,238.5600,238.6200,32.1100,614,
TSLA,2023-08-25,TSLA,2025-09-19,190.000,C,0.0000,0.0000,0.0000,0.0000,0,247,99.4500,140,100.6500,238.3200,238.3400,0.0000,238.3300,0.5262,0.7975,0.0016,-0.0194,0.9791,1.8568,86,100.0000,128,101.1500,238.5600,238.6200,0.0000,2,
TSLA,2023-08-25,TSLA,2025-09-19,190.000,P,0.0000,0.0000,0.0000,0.0000,0,238,33.3500,257,34.0000,238.3200,238.3400,0.0000,238.3300,0.5286,-0.2205,0.0018,-0.0334,1.0038,-1.3350,244,33.3500,81,34.0000,238.5600,238.6200,0.0000,11,
TSLA,2023-08-25,TSLA,2025-09-19,195.000,C,0.0000,0.0000,0.0000,0.0000,0,266,96.9000,115,98.1000,238.3200,238.3400,0.0000,238.3300,0.5241,0.7877,0.0016,-0.0206,1.0061,1.8614,80,97.4500,127,98.6000,238.5600,238.6200,0.0000,0,
TSLA,2023-08-25,TSLA,2025-09-19,195.000,P,0.0000,0.0000,0.0000,0.0000,0,276,35.4000,210,36.0500,238.3200,238.3400,0.0000,238.3300,0.5261,-0.2315,0.0018,-0.0341,1.0312,-1.3901,235,35.4000,113,36.2500,238.5600,238.6200,0.0000,11,
TSLA,2023-08-25,TSLA,2025-09-19,200.000,C,0.0000,0.0000,0.0000,0.0000,0,273,94.4000,181,95.7000,238.3200,238.3400,0.0000,238.3300,0.5224,0.7778,0.0017,-0.0217,1.0323,1.8628,96,94.9500,125,96.1500,238.5600,238.6200,0.0000,106,
TSLA,2023-08-25,TSLA,2025-09-19,200.000,P,38.7500,38.7500,38.7500,38.7500,1,335,37.4000,242,38.2000,238.3200,238.3400,0.0000,238.3300,0.5234,-0.2426,0.0019,-0.0349,1.0566,-1.4457,244,37.4000,103,38.4000,238.5600,238.6200,38.7500,14,
TSLA,2023-08-25,TSLA,2025-09-19,205.000,C,0.0000,0.0000,0.0000,0.0000,0,260,92.0000,118,93.2000,238.3200,238.3400,0.0000,238.3300,0.5202,0.7679,0.0017,-0.0228,1.0576,1.8635,91,92.5500,119,93.7000,238.5600,238.6200,0.0000,1,
TSLA,2023-08-25,TSLA,2025-09-19,205.000,P,0.0000,0.0000,0.0000,0.0000,0,213,39.7500,240,40.4500,238.3200,238.3400,0.0000,238.3300,0.5221,-0.2540,0.0019,-0.0356,1.0812,-1.5075,238,39.7500,91,40.6000,238.5600,238.6200,0.0000,1,
TSLA,2023-08-25,TSLA,2025-09-19,210.000,C,0.0000,0.0000,0.0000,0.0000,0,265,89.6000,188,90.9000,238.3200,238.3400,0.0000,238.3300,0.5185,0.7579,0.0018,-0.0239,1.0819,1.8621,89,90.2000,116,91.3500,238.5600,238.6200,0.0000,29,
TSLA,2023-08-25,TSLA,2025-09-19,210.000,P,0.0000,0.0000,0.0000,0.0000,0,303,41.9000,250,42.7000,238.3200,238.3400,0.0000,238.3300,0.5195,-0.2654,0.0020,-0.0362,1.1048,-1.5587,254,41.9000,107,42.9000,238.5600,238.6200,0.0000,10,
TSLA,2023-08-25,TSLA,2025-09-19,215.000,C,0.0000,0.0000,0.0000,0.0000,0,268,87.3000,177,88.6000,238.3200,238.3400,0.0000,238.3300,0.5169,0.7478,0.0018,-0.0249,1.1050,1.8601,90,87.8500,112,89.0500,238.5600,238.6200,0.0000,31,
TSLA,2023-08-25,TSLA,2025-09-19,215.000,P,45.2000,45.2100,45.2000,45.2100,18,316,44.2000,224,45.0500,238.3200,238.3400,0.0000,238.3300,0.5174,-0.2770,0.0021,-0.0369,1.1266,-1.6165,249,44.2000,102,45.2500,238.5600,238.6200,45.2039,25,
TSLA,2023-08-25,TSLA,2025-09-19,220.000,C,0.0000,0.0000,0.0000,0.0000,0,278,85.1000,180,86.3500,238.3200,238.3400,0.0000,238.3300,0.5154,0.7377,0.0019,-0.0259,1.1271,1.8568,95,85.6000,110,86.8000,238.5600,238.6200,0.0000,392,
TSLA,2023-08-25,TSLA,2025-09-19,220.000,P,0.0000,0.0000,0.0000,0.0000,0,309,46.6000,217,47.5000,238.3200,238.3400,0.0000,238.3300,0.5160,-0.2885,0.0021,-0.0375,1.1478,-1.6734,250,46.6000,87,47.6500,238.5600,238.6200,0.0000,2,
TSLA,2023-08-25,TSLA,2025-09-19,225.000,C,79.8400,84.0000,79.8400,84.0000,12,257,82.9000,185,84.2000,238.3200,238.3400,0.0000,238.3300,0.5140,0.7276,0.0019,-0.0269,1.1482,1.8521,95,83.4500,108,84.6000,238.5600,238.6200,81.9200,16,
TSLA,2023-08-25,TSLA,2025-09-19,225.000,P,0.0000,0.0000,0.0000,0.0000,0,270,49.1000,220,50.0000,238.3200,238.3400,0.0000,238.3300,0.5145,-0.3003,0.0022,-0.0381,1.1673,-1.7228,250,49.1000,100,50.1500,238.5600,238.6200,0.0000,4,
TSLA,2023-08-25,TSLA,2025-09-19,230.000,C,78.4500,78.4500,78.4500,78.4500,1,274,80.7500,176,82.0500,238.3200,238.3400,0.0000,238.3300,0.5124,0.7175,0.0019,-0.0278,1.1684,1.8460,92,81.3000,113,82.4500,238.5600,238.6200,78.4500,57,
TSLA,2023-08-25,TSLA,2025-09-19,230.000,P,0.0000,0.0000,0.0000,0.0000,0,257,51.6500,202,52.5000,238.3200,238.3400,0.0000,238.3300,0.5129,-0.3120,0.0023,-0.0387,1.1859,-1.7781,239,51.6500,95,52.7000,238.5600,238.6200,0.0000,1,
TSLA,2023-08-25,TSLA,2025-09-19,235.000,C,74.5700,79.0000,74.5700,79.0000,17,288,78.7000,207,80.0000,238.3200,238.3400,0.0000,238.3300,0.5113,0.7074,0.0020,-0.0286,1.1876,1.8377,92,79.2000,118,80.4000,238.5600,238.6200,75.8829,24,
TSLA,2023-08-25,TSLA,2025-09-19,235.000,P,56.0000,56.0000,56.0000,56.0000,4,252,54.2500,205,55.1500,238.3200,238.3400,0.0000,238.3300,0.5116,-0.3237,0.0023,-0.0392,1.2031,-1.8353,240,54.1000,106,55.3000,238.5600,238.6200,56.0000,2,
